uniqueID,partyAbbrev,partyName,partySimplifiedName
Roberts1955,PHON,Pauline Hansons One Nation,Pauline Hansons One Nation
Robertson1882,CP,Australian Country Party,Australian Country Party
Robertson1882,LIB,Liberal Party of Australia,Liberals
Robertson1929,ALP,Australian Labor Party,Labor
Robinson1872,FT,Free Trade,Free Trade
Robinson1877,NAT,Nationalist Party,Nationalist Party
Robinson1907,CP,Australian Country Party,Nationals
Robinson1927,CP,Australian Country Party,Nationals
Robinson1927,NCP,National Country Party,Nationals
Robinson1927,NPA,National Party of Australia,Nationals
Robinson1929,LIB,Liberal Party of Australia,Liberals
Rocher1936,IND,Independent,Independent
Rocher1936,LIB,Liberal Party of Australia,Liberals
Rodgers1875,LIB,Liberal Party of Australia,Liberals
Rodgers1875,NAT,Nationalist Party,Nationalist Party
Ronald1861,ALP,Australian Labor Party,Labor
Ronaldson1954,LIB,Liberal Party of Australia,Liberals
Rosevear1892,ALP,Australian Labor Party,Labor
Rosevear1892,ALP,Australian Labor Party,Labor
Rosevear1892,ALP (N-C),Australian Labor Party (Non-Communist),Australian Labor Party (Non-Communist)
Rosevear1892,LANG LAB,Lang Labor Party,Lang Labor Party
Rowe1872,ALP,Australian Labor Party,Labor
Rowell1851,NAT,Nationalist Party,Nationalist Party
Rowland1971,ALP,Australian Labor Party,Labor
Roxon1967,ALP,Australian Labor Party,Labor
Roy1990,LIB,Liberal Party of Australia,Liberals
Rudd1957,ALP,Australian Labor Party,Labor
Ruddock1943,LIB,Liberal Party of Australia,Liberals
Russell1842,ALP,Australian Labor Party,Labor
Russell1878,ALP,Australian Labor Party,Labor
Russell1878,NAT,Nationalist Party,Nationalist Party
Russell1890,ALP,Australian Labor Party,Labor
Russell1907,CP,Australian Country Party,Nationals
Ruston1963,LIB,Liberal Party of Australia,Liberals
Ryan1876,ALP,Australian Labor Party,Labor
Ryan1884,LIB,Liberal Party of Australia,Liberal Party of Australia
Ryan1884,UAP,United Australia Party,United Australia Party
Ryan1890,ALP,Australian Labor Party,Labor
Ryan1942,ALP,Australian Labor Party,Labor
Ryan1961,ALP,Australian Labor Party,Labor
Ryan1973,LIB,Liberal Party of Australia,Liberals
Ryrie1865,LIB,Liberal Party of Australia,Liberals
Ryrie1865,NAT,Nationalist Party,Nationalist Party
Saffin1954,ALP,Australian Labor Party,Labor
Sainsbury1940,LIB,Liberal Party of Australia,Liberals
Salmon1861,LIB,Liberal Party of Australia,Liberal Party of Australia
Salmon1861,PROT,Protectionist Party,Protectionist Party
Sampson1863,IND PROT,Independent Protectionist,Independent Protectionist
Sampson1863,LIB,Liberal Party of Australia,Liberal Party of Australia
Sampson1863,NAT,Nationalist Party,Nationalist Party
Sampson1882,LIB,Liberal Party of Australia,Liberal Party of Australia
Sampson1882,NAT,Nationalist Party,Nationalist Party
Sampson1882,UAP,United Australia Party,United Australia Party
Sanders1932,AD,Australian Democrats,Australian Democrats
Sandford1895,ALP,Australian Labor Party,Labor
Santoro1956,LIB,Liberal Party of Australia,Liberals
Sargood1834,FT,Free Trade,Free Trade
Saunders1855,FT,Free Trade,Free Trade
Saunderson1948,ALP,Australian Labor Party,Labor
Sawers1844,PROT,Protectionist Party,Protectionist Party
Sawford1944,ALP,Australian Labor Party,Labor
Sayers1845,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Scarr1969,LIB,Liberal Party of Australia,Liberal Party of Australia
Schacht1946,ALP,Australian Labor Party,Labor
Scholes1931,ALP,Australian Labor Party,Labor
Scholfield1894,UAP,United Australia Party,United Australia Party
Schultz1939,LIB,Liberal Party of Australia,Liberals
Sciacca1947,ALP,Australian Labor Party,Labor
Scott1910,LIB,Liberal Party of Australia,Liberals
Scott1920,CP,Australian Country Party,Nationals
Scott1920,NCP,National Country Party,Nationals
Scott1920,NPA,National Party of Australia,Nationals
Scott1934,ALP,Australian Labor Party,Labor
Scott1943,NP,The Nationals,Nationals
Scott1943,NPA,National Party of Australia,Nationals
Scott1947,ALP,Australian Labor Party,Labor
Scott1977,LIB,Liberal Party of Australia,Liberals
Scullin1876,ALP,Australian Labor Party,Labor
Scullin1876,ALP,Australian Labor Party,Labor
Scullin1876,FLP,Federal Labor Party,Federal Labor Party
Scullion1956,CLP,Country Liberal Party (Northern Territory),Country Liberal Party (Northern Territory)
Scully1890,ALP,Australian Labor Party,Labor
Seabrook1867,NAT,Nationalist Party,Nationalist Party
Secker1956,LIB,Liberal Party of Australia,Liberals
Senior1850,ALP,Australian Labor Party,Labor
Senior1850,NAT,Nationalist Party,Nationalist Party
Sercombe1949,ALP,Australian Labor Party,Labor
Seselja1977,LIB,Liberal Party of Australia,Liberals
Seward1884,CP,Australian Country Party,Nationals
Sexton1905,ALP,Australian Labor Party,Labor
Shack1953,LIB,Liberal Party of Australia,Liberals
Shannon1862,LIB,Liberal Party of Australia,Liberals
Sharkie1972,CA,Centre Alliance,Centre Alliance
Sharkie1972,NXT,Nick Xenophon Team,Nick Xenophon Team
Sharma1975,LIB,Liberal Party of Australia,Liberals
Sharp1954,NPA,National Party of Australia,Nationals
Sharpe1868,ALP,Australian Labor Party,Labor
Shaw1913,CP,Australian Country Party,Nationals
Sheehan1885,ALP,Australian Labor Party,Labor
Sheehan1891,ALP,Australian Labor Party,Labor
Sheehan1891,ALP,Australian Labor Party,Labor
Sheehan1891,ALP (N-C),Australian Labor Party (Non-Communist),Australian Labor Party (Non-Communist)
Sheehy1899,ALP,Australian Labor Party,Labor
Sheil1929,CP,Australian Country Party,Nationals
Sheil1929,NCP,National Country Party,Nationals
Sheil1929,NPA,National Party of Australia,Nationals
Sheldon1961,ALP,Australian Labor Party,Labor
Sherrington1902,LIB,Liberal Party of Australia,Liberals
Sherry1924,ALP,Australian Labor Party,Labor
Sherry1955,ALP,Australian Labor Party,Labor
Shipton1936,LIB,Liberal Party of Australia,Liberals
Short1936,LIB,Liberal Party of Australia,Liberals
Short1956,ALP,Australian Labor Party,Labor
Shorten1967,ALP,Australian Labor Party,Labor
Sibraa1937,ALP,Australian Labor Party,Labor
Siddons1927,AD,Australian Democrats,Australian Democrats
Siddons1927,IND,Independent,Independent
Siddons1927,UNITE AP,Unite Australia Party (John Siddons Group),Unite Australia Party (John Siddons Group)
Sidebottom1951,ALP,Australian Labor Party,Labor
Siewert1961,GRN,Australian Greens,Australian Greens
Sim1917,LIB,Liberal Party of Australia,Liberals
Simmonds1889,LIB,Liberal Party of Australia,Liberals
Simmonds1985,LIB,Liberal Party of Australia,Liberals
Simmons1947,ALP,Australian Labor Party,Labor
Simms1984,GRN,Australian Greens,Australian Greens
Simon1936,LIB,Liberal Party of Australia,Liberals
Simpkins1964,LIB,Liberal Party of Australia,Liberals
Sinclair1864,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Sinclair1864,LIB,Liberal Party of Australia,Liberal Party of Australia
Sinclair1864,NAT,Nationalist Party,Nationalist Party
Sinclair1929,CP,Australian Country Party,Nationals
Sinclair1929,NCP,National Country Party,Nationals
Sinclair1929,NPA,National Party of Australia,Nationals
Singh1972,ALP,Australian Labor Party,Labor
Sinodinos1957,LIB,Liberal Party of Australia,Liberals
Skene1845,FT,Free Trade,Free Trade
Slipper1950,IND,Independent,Independent
Slipper1950,LIB,Liberal Party of Australia,Liberal Party of Australia
Slipper1950,NPA,National Party of Australia,Nationals
Small1988,LIB,Liberal Party of Australia,Liberals
Smith1851,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Smith1851,FT,Free Trade,Free Trade
Smith1851,LIB,Liberal Party of Australia,Liberal Party of Australia
Smith1851,NAT,Nationalist Party,Nationalist Party
Smith1856,FT,Free Trade,Free Trade
Smith1881,ALP,Australian Labor Party,Labor
Smith1939,ALP,Australian Labor Party,Labor
Smith1950,IND,Independent,Independent
Smith1950,LIB,Liberal Party of Australia,Liberals
Smith1954,LIB,Liberal Party of Australia,Liberals
Smith1955,ALP,Australian Labor Party,Labor
Smith1967,LIB,Liberal Party of Australia,Liberals
Smith1969,LIB,Liberal Party of Australia,Liberals
Smith1970,ALP,Australian Labor Party,Labor
Smith1986,ALP,Australian Labor Party,Labor
SmithMiles1869,FT,Free Trade,Free Trade
SmithWilliam1869,ALP,Australian Labor Party,Labor
SmithWilliam1869,NAT,Nationalist Party,Nationalist Party
Smyth1959,LIB,Liberal Party of Australia,Liberals
Smyth1976,ALP,Australian Labor Party,Labor
Snedden1926,LIB,Liberal Party of Australia,Liberals
Snow1934,ALP,Australian Labor Party,Labor
Snowdon1950,ALP,Australian Labor Party,Labor
Solomon1839,FT,Free Trade,Free Trade
Solomon1853,FT,Free Trade,Free Trade
Solomon1931,LIB,Liberal Party of Australia,Liberals
Somlyay1946,LIB,Liberal Party of Australia,Liberals
Southcott1967,LIB,Liberal Party of Australia,Liberals
Sowada1961,AD,Australian Democrats,Australian Democrats
Spence1846,ALP,Australian Labor Party,Labor
Spence1846,NAT,Nationalist Party,Nationalist Party
Spender1897,IND UAP,Independent United Australia Party,Independent United Australia Party
Spender1897,LIB,Liberal Party of Australia,Liberal Party of Australia
Spender1897,UAP,United Australia Party,United Australia Party
Spender1935,LIB,Liberal Party of Australia,Liberals
Spender1975,LDP,Liberal Democratic Party,Liberal Democratic Party
Spicer1899,LIB,Liberal Party of Australia,Liberals
Spindler1932,AD,Australian Democrats,Australian Democrats
Spooner1891,UAP,United Australia Party,United Australia Party
Spooner1897,LIB,Liberal Party of Australia,Liberals
Spurr1897,ALP,Australian Labor Party,Labor
Stacey1879,UAP,United Australia Party,United Australia Party
Staley1939,LIB,Liberal Party of Australia,Liberals
Stanley1961,ALP,Australian Labor Party,Labor
Staples1947,ALP,Australian Labor Party,Labor
StClair1949,NPA,National Party of Australia,Nationals
Steedman1943,ALP,Australian Labor Party,Labor
SteeleJohn1994,GRN,Australian Greens,Australian Greens
Steggall1974,IND,Independent,Independent
Stephens1954,ALP,Australian Labor Party,Labor
Sterle1960,ALP,Australian Labor Party,Labor
Stevens1983,LIB,Liberal Party of Australia,Liberals
Stewart1850,ALP,Australian Labor Party,Labor
Stewart1884,UAP,United Australia Party,United Australia Party
Stewart1885,C PROG,Country Progress Party,Country Progress Party
Stewart1885,CP,Australian Country Party,Nationals
Stewart1885,VFU,Victorian Farmers Union,Victorian Farmers Union
Stewart1923,ALP,Australian Labor Party,Labor
StJohn1916,IND LIB,Independent Liberal,Independent Liberal
StJohn1916,LIB,Liberal Party of Australia,Liberals
StLedger1859,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Stoker1982,LIB,Liberal Party of Australia,Liberal Party of Australia
Stokes1906,LIB,Liberal Party of Australia,Liberals
Stone1929,NPA,National Party of Australia,Nationals
Stone1951,LIB,Liberal Party of Australia,Liberals
Storer1969,IND,Independent,Independent
Storrer1854,PROT,Protectionist Party,Protectionist Party
Story1857,ALP,Australian Labor Party,Labor
Story1857,NAT,Nationalist Party,Nationalist Party
StottDespoja1969,AD,Australian Democrats,Australian Democrats
Street1894,UAP,United Australia Party,United Australia Party
Street1926,LIB,Liberal Party of Australia,Liberals
Stumm1853,LIB,Liberal Party of Australia,Liberals
Styles1841,PROT,Protectionist Party,Protectionist Party
Sudmalis1955,LIB,Liberal Party of Australia,Liberals
Sukkar1981,LIB,Liberal Party of Australia,Liberals
Sullivan1929,CP,Australian Country Party,Nationals
Sullivan1929,NCP,National Country Party,Nationals
Sullivan1942,LIB,Liberal Party of Australia,Liberals
Sullivan1950,ALP,Australian Labor Party,Labor
Swan1954,ALP,Australian Labor Party,Labor
Swanson1970,ALP,Australian Labor Party,Labor
Swartz1911,LIB,Liberal Party of Australia,Liberals
Symon1846,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Symon1846,FT,Free Trade,Free Trade
Symon1965,ALP,Australian Labor Party,Labor
Synon1959,LIB,Liberal Party of Australia,Liberals
Tambling1943,CLP,Country Liberal Party (Northern Territory),Country Liberal Party (Northern Territory)
Tambling1943,NCP,National Country Party,Nationals
Tambling1943,NPA,National Party of Australia,Nationals
Tangney1907,ALP,Australian Labor Party,Labor
Tanner1956,ALP,Australian Labor Party,Labor
Tate1894,LIB,Liberal Party of Australia,Liberals
Tate1945,ALP,Australian Labor Party,Labor
Taylor1938,LIB,Liberal Party of Australia,Liberals
Taylor1966,LIB,Liberal Party of Australia,Liberals
Tchen1941,LIB,Liberal Party of Australia,Liberals
Teague1944,LIB,Liberal Party of Australia,Liberals
Tehan1916,NCP,National Country Party,Nationals
Tehan1968,LIB,Liberal Party of Australia,Liberals
Templeman1963,ALP,Australian Labor Party,Labor
Theodore1884,ALP,Australian Labor Party,Labor
Theophanous1946,ALP,Australian Labor Party,Labor
Theophanous1946,IND,Independent,Independent
Thistlethwaite1972,ALP,Australian Labor Party,Labor
Thomas1863,ALP,Australian Labor Party,Labor
Thomas1863,NAT,Nationalist Party,Nationalist Party
Thomas1936,LIB,Liberal Party of Australia,Liberals
Thompson1863,NAT,Nationalist Party,Nationalist Party
Thompson1885,CP,Australian Country Party,Nationals
Thompson1886,ALP,Australian Labor Party,Labor
Thompson1960,LIB,Liberal Party of Australia,Liberals
Thompson1988,LIB,Liberal Party of Australia,Liberals
Thomson1848,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Thomson1848,FT,Free Trade,Free Trade
Thomson1856,ALP,Australian Labor Party,Labor
Thomson1862,LIB,Liberal Party of Australia,Liberal Party of Australia
Thomson1862,NAT,Nationalist Party,Nationalist Party
Thomson1862,PROT,Protectionist Party,Protectionist Party
Thomson1924,NCP,National Country Party,Nationals
Thomson1924,NPA,National Party of Australia,Nationals
Thomson1955,ALP,Australian Labor Party,Labor
Thomson1961,LIB,Liberal Party of Australia,Liberals
Thomson1964,ALP,Australian Labor Party,Labor
Thomson1964,IND,Independent,Independent
Thorburn1930,ALP,Australian Labor Party,Labor
Thorby1888,CP,Australian Country Party,Nationals
Thorp1953,ALP,Australian Labor Party,Labor
Thorpe1973,GRN,Australian Greens,The Greens
Thwaites1980,ALP,Australian Labor Party,Labor
Ticehurst1945,LIB,Liberal Party of Australia,Liberals
Tickner1951,ALP,Australian Labor Party,Labor
Tierney1946,LIB,Liberal Party of Australia,Liberals
Tillem1974,ALP,Australian Labor Party,Labor
Timson1909,LIB,Liberal Party of Australia,Liberals
Tollner1966,CLP,Country Liberal Party (Northern Territory),Country Liberal Party (Northern Territory)
Toohey1909,ALP,Australian Labor Party,Labor
Townley1907,LIB,Liberal Party of Australia,Liberals
Townley1934,IND,Independent,Independent
Townley1934,IND,Independent,Independent
Townley1934,LIB,Liberal Party of Australia,Liberal Party of Australia
Treloar1892,CP,Australian Country Party,Nationals
Trenwith1846,IND,Independent,Independent
Trevor1961,ALP,Australian Labor Party,Labor
Troeth1940,LIB,Liberal Party of Australia,Liberals
Trood1948,LIB,Liberal Party of Australia,Liberals
Truss1948,NP,The Nationals,Nationals
Truss1948,NPA,National Party of Australia,Nationals
Tuckey1935,LIB,Liberal Party of Australia,Liberals
Tudge1971,LIB,Liberal Party of Australia,Liberals
Tudor1866,ALP,Australian Labor Party,Labor
Tully1877,ALP,Australian Labor Party,Labor
Turley1859,ALP,Australian Labor Party,Labor
Turnbull1899,CP,Australian Country Party,Nationals
Turnbull1908,AP,Australia Party,Australia Party
Turnbull1908,IND,Independent,Independent
Turnbull1908,IND,Independent,Independent
Turnbull1954,LIB,Liberal Party of Australia,Liberals
Turner1851,PROT,Protectionist Party,Protectionist Party
Turner1905,LIB,Liberal Party of Australia,Liberals
Turnour1966,ALP,Australian Labor Party,Labor
Uppill1876,UAP,United Australia Party,United Australia Party
Uren1921,ALP,Australian Labor Party,Labor
Urquhart1957,ALP,Australian Labor Party,Labor
Vaile1956,NP,The Nationals,Nationals
Vaile1956,NPA,National Party of Australia,Nationals
Vale1944,LIB,Liberal Party of Australia,Liberals
Vallentine1946,GWA,The Greens (WA) Inc,The Greens (WA) Inc
Vallentine1946,IND,Independent,Independent
Vallentine1946,NDP,Nuclear Disarmament Party,Nuclear Disarmament Party
Vamvakinou1959,ALP,Australian Labor Party,Labor
Van,LIB,Liberal Party of Australia,Liberals
vanManen1965,LIB,Liberal Party of Australia,Liberals
Vanstone1952,LIB,Liberal Party of Australia,Liberals
Vardon1843,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Vardon1843,LIB,Liberal Party of Australia,Liberal Party of Australia
Vardon1866,NAT,Nationalist Party,Nationalist Party
Varvaris1974,LIB,Liberal Party of Australia,Liberals
Vasta1966,LIB,Liberal Party of Australia,Liberals
Verran1856,NAT,Nationalist Party,Nationalist Party
Vigor1939,AD,Australian Democrats,Australian Democrats
Vigor1939,UNITE AP,Unite Australia Party (John Siddons Group),Unite Australia Party (John Siddons Group)
Vincent1906,LIB,Liberal Party of Australia,Liberals
Viner1933,LIB,Liberal Party of Australia,Liberals
Wade1905,CP,Australian Country Party,Nationals
Wakelin1946,LIB,Liberal Party of Australia,Liberals
Walker1841,FT,Free Trade,Free Trade
Walker1942,ALP,Australian Labor Party,Labor
Wallace1881,ALP,Australian Labor Party,Labor
Wallace1968,LIB,Liberal Party of Australia,Liberals
Wallis1922,ALP,Australian Labor Party,Labor
Walsh1935,ALP,Australian Labor Party,Labor
Walsh1971,ALP,Australian Labor Party,Labor
Walters1925,LIB,Liberal Party of Australia,Liberals
Wang1981,PUP,Palmer United Party,Palmer United Party
Ward1872,ALP,Australian Labor Party,Labor
Ward1899,ALP,Australian Labor Party,Labor
Ward1899,ALP,Australian Labor Party,Labor
Ward1899,LANG LAB,Lang Labor Party,Lang Labor Party
Wardlaw1888,LIB,Liberal Party of Australia,Liberals
Washer1945,LIB,Liberal Party of Australia,Liberals
Waters1977,GRN,Australian Greens,Australian Greens
Watkins1865,ALP,Australian Labor Party,Labor
Watkins1865,FLP,Federal Labor Party,Federal Labor Party
Watkins1896,ALP,Australian Labor Party,Labor
Watkins1896,FLP,Federal Labor Party,Federal Labor Party
Watson1864,IND,Independent,Independent
Watson1864,UAP,United Australia Party,United Australia Party
Watson1867,ALP,Australian Labor Party,Labor
Watson1870,ALP,Australian Labor Party,Labor
Watson1937,LIB,Liberal Party of Australia,Liberals
Watson1945,LIB,Liberal Party of Australia,Liberals
Watt1871,LIB,Liberal Party of Australia,Liberals
Watt1871,LIB,Liberal Party of Australia,Liberal Party of Australia
Watt1871,NAT,Nationalist Party,Nationalist Party
Watt1871,NAT,Nationalist Party,Nationalist Party
Watt1973,ALP,Australian Labor Party,Labor
Watts1982,ALP,Australian Labor Party,Labor
Webb1908,ALP,Australian Labor Party,Labor
Webber1965,ALP,Australian Labor Party,Labor
Webster1860,ALP,Australian Labor Party,Labor
Webster1860,NAT,Nationalist Party,Nationalist Party
Webster1925,CP,Australian Country Party,Nationals
Webster1925,NCP,National Country Party,Nationals
Webster1934,LIB,Liberal Party of Australia,Liberals
Webster1959,NP,The Nationals,The Nationals
Wedgwood1896,LIB,Liberal Party of Australia,Liberals
Wells1949,ALP,Australian Labor Party,Labor
Wells1985,ALP,Australian Labor Party,Labor
Wentworth1907,IND LIB,Independent Liberal,Independent Liberal
Wentworth1907,LIB,Liberal Party of Australia,Liberals
West1852,ALP,Australian Labor Party,Labor
West1934,ALP,Australian Labor Party,Labor
West1947,ALP,Australian Labor Party,Labor
West1952,LIB,Liberal Party of Australia,Liberals
Whan1933,ALP,Australian Labor Party,Labor
Wheeldon1929,ALP,Australian Labor Party,Labor
Wheeler1909,LIB,Liberal Party of Australia,Liberals
Wheelwright1953,ALP,Australian Labor Party,Labor
WhishWilson1968,GRN,Australian Greens,Australian Greens
White1888,LIB,Liberal Party of Australia,Liberal Party of Australia
White1888,NAT,Nationalist Party,Nationalist Party
White1888,UAP,United Australia Party,United Australia Party
White1936,LIB,Liberal Party of Australia,Liberals
Whiteley1960,LIB,Liberal Party of Australia,Liberals
Whiteside1902,ALP,Australian Labor Party,Labor
Whitlam1916,ALP,Australian Labor Party,Labor
Whitlam1944,ALP,Australian Labor Party,Labor
Whitsitt1869,CP,Australian Country Party,Nationals
Whittorn1911,LIB,Liberal Party of Australia,Liberals
Wicks1973,LIB,Liberal Party of Australia,Liberals
Wienholt1877,CP,Australian Country Party,Nationals
Wienholt1877,NAT,Nationalist Party,Nationalist Party
Wight1914,LIB,Liberal Party of Australia,Liberals
Wilkie1959,ALP,Australian Labor Party,Labor
Wilkie1961,IND,Independent,Independent
Wilkinson1854,ALP,Australian Labor Party,Labor
Wilkinson1854,IND LAB,Independent Labor,Independent Labor
Wilkinson1903,ALP,Australian Labor Party,Labor
Wilks1863,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Wilks1863,FT,Free Trade,Free Trade
Willesee1916,ALP,Australian Labor Party,Labor
Williams1897,ALP,Australian Labor Party,Labor
Williams1942,LIB,Liberal Party of Australia,Liberals
Williams1955,NP,The Nationals,The Nationals
Williams1973,LIB,Liberal Party of Australia,Liberals
Willis1860,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Willis1860,FT,Free Trade,Free Trade
Willis1938,ALP,Australian Labor Party,Labor
Wilson1863,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party
Wilson1863,FT,Free Trade,Free Trade
Wilson1877,NAT,Nationalist Party,Nationalist Party
Wilson1880,CP,Australian Country Party,Nationals
Wilson1880,FCP,Federal Country Party,Federal Country Party
Wilson1880,UCP,United Country Party,United Country Party
Wilson1900,LCL,Liberal Country League,Liberal Country League
Wilson1900,LIB,Liberal Party of Australia,Liberals
Wilson1900,LIB,Liberal Party of Australia,Liberal Party of Australia
Wilson1900,UAP,United Australia Party,United Australia Party
Wilson1932,LIB,Liberal Party of Australia,Liberals
Wilson1966,LIB,Liberal Party of Australia,Liberals
Wilson1972,ALP,Australian Labor Party,Labor
Wilson1980,LIB,Liberal Party of Australia,Liberals
Wilton1955,ALP,Australian Labor Party,Labor
Windsor1950,IND,Independent,Independent
Wise1853,ALP,Australian Labor Party,Labor
Wise1853,IND,Independent,Independent
Wise1853,NAT,Nationalist Party,Nationalist Party
Wise1853,PROT,Protectionist Party,Protectionist Party
Withers1924,LIB,Liberal Party of Australia,Liberals
Wong1968,ALP,Australian Labor Party,Labor
Wood1901,LIB,Liberal Party of Australia,Liberals
Wood1949,NDP,Nuclear Disarmament Party,Nuclear Disarmament Party
Wood1968,LIB,Liberal Party of Australia,Liberals
Woodley1938,AD,Australian Democrats,Australian Democrats
WoodsHarry1947,ALP,Australian Labor Party,Labor
WoodsRobert1947,LIB,Liberal Party of Australia,Liberals
Wooldridge1956,LIB,Liberal Party of Australia,Liberals
Wordsworth1894,LIB,Liberal Party of Australia,Liberals
Worth1946,LIB,Liberal Party of Australia,Liberals
Wortley1959,ALP,Australian Labor Party,Labor
Wriedt1927,ALP,Australian Labor Party,Labor
Wright1905,IND,Independent,Independent
Wright1905,LIB,Liberal Party of Australia,Liberals
Wright1942,ALP,Australian Labor Party,Labor
Wright1942,IND,Independent,Independent
Wright1961,GRN,Australian Greens,Australian Greens
Wyatt1952,LIB,Liberal Party of Australia,Liberals
Wynne1850,IND PROT,Independent Protectionist,Independent Protectionist
Wynne1850,LIB,Liberal Party of Australia,Liberal Party of Australia
Xenophon1959,IND,Independent,Independent
Xenophon1959,NXT,Nick Xenophon Team,Nick Xenophon Team
Yates1871,ALP,Australian Labor Party,Labor
Yates1921,LIB,Liberal Party of Australia,Liberals
Young1923,LIB,Liberal Party of Australia,Liberals
Young1936,ALP,Australian Labor Party,Labor
Young1968,LIB,Liberal Party of Australia,Liberals
Zahra1973,ALP,Australian Labor Party,Labor
Zakharov1929,ALP,Australian Labor Party,Labor
Zammit1941,IND,Independent,Independent
Zammit1941,LIB,Liberal Party of Australia,Liberals
Zappia1952,ALP,Australian Labor Party,Labor
Zeal1830,PROT,Protectionist Party,Protectionist Party
Zimmerman1968,LIB,Liberal Party of Australia,Liberals
